Identifier ,Schema Name/Title,Creator(s)/Curator(s),Maintenance organization,"Place: Publisher, date.",Summary / Abstract ,Format(s) ,Language,Physical Location,Online Location ,Earlier versions (editions) …,History of versioning:,Version Notes: ,Last Updated: ,Number of terms in system,Phenomena included,Disciplines included,Direct domains included,Related to: ,BARTOC Link,ICC Classification ,NARCIS Classification ,KOS Types Vocabulary
KOS.SSH.49,Maritime Craft Thesaurus,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,"Craft types which survive as wrecks for Historic England’s maritime record and can be used to describe types of ship (e.g. block ship, rescue vessel, net layer) .",Linked Data; CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/02/MarCraft_alpha.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Craft types which survive as wrecks for Historic England’s maritime record and can be used to describe types of ship (e.g. block ship, rescue vessel, net layer) .",Maritime Studies ,n/a,FISH Terminology,http://bartoc.org/en/node/57,048-78,D14232,Thesaurus
KOS.SSH.50,Maritime Fixtures and Fittings Thesaurus,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,For the recording of ships fixtures and fittings.,CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/01/MarFixFit_alpha_v21.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Thesaurus of non-structural, movable items on vessels (e.g. lifting gear, deadeye, clenched nail).",Maritime Studies; Engineering.,n/a,FISH Terminology,http://bartoc.org/en/node/669,048-77,D14232,Thesaurus
KOS.SSH.51,Maritime Place Names Thesaurus,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,"For ports of registration, departure and destination and country.",CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/01/MarPlaceName_alpha_v21.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Thesaurus for indexing ports of destination and departure for maritime vessels, grouped by continent, island, water or unassigned (e.g. Isle of Man, Scapa Flow, Gulf of Bothnia).",Maritime Studies ,n/a,FISH Terminology,,048-39,D15700,Thesaurus
KOS.SSH.52,Monument Types Thesaurus,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,Classification of monument type records by function.,Linked Data; CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/02/Mon_alpha.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Terminology relating to the built and buried heritage of the British Isles and used for recording sites, monuments, buildings and structures (e.g. beer cellar, macula, railway hotel).",Archaelogy; Cultural Heritage. ,n/a,FISH Terminology,http://bartoc.org/en/node/59,048-94,"D37000;
D35500",Thesaurus
KOS.SSH.53,Nationality List,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,Thesaurus of maritime vessel nationality.,CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/01/National_alpha_v21.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,List of nationalities for indexing vessels and aircraft.,Geography; Politics.,n/a,FISH Terminology,n/a,"037-39;
037-62",D62000,Thesaurus
KOS.SSH.54,Object Materials Thesaurus,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,Thesaurus of the substance or substances out of which an object is or can be made.,CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/01/ObjMat_alpha_v21.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"A thesaurus, orginally developed to assist with the recording of materials for maritime wrecks but now used more generally for objects found in findspots.",Maritime Studies ,n/a,FISH Terminology,n/a,048-69,D38000,Thesaurus
KOS.SSH.55,Periods List ,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,FISH member organizations have compiled chronological guides to assist with the identification of archaeological and cultural periods. Time periods vary depending on geographical focus and archaeological science disciplines so dates should not be taken as definitive or absolute and are very much open to debate.,Online; CSV; Linked Data. ,en,n/a ,http://heritage-standards.org.uk/chronology/,n/a ,Online Version ,n/a,n/a,43,"List of the main archaeological and cultural periods of Britain. May vary compared to other period lists, this one has been developed by Historic England (e.g. Mesolithic, Middle Iron Age, Jacobean).",Archaeology; History.,n/a,FISH Terminology,http://bartoc.org/en/node/18514,037-69,D37000,Name authority list 
KOS.SSH.56,English Heritage and National Trust Resource Description (THRED),FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,"Terminology for the description of archive type and format, now updated by FISH (e.g. excavation report, newspaper article, video clip).",CSV; PDF. ,en,n/a ,http://www.heritage-standards.org.uk/wp-content/uploads/2018/01/Thred_alpha_v21.pdf,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Terminology for the description of archive type and format, now updated by FISH (e.g. excavation report, newspaper article, video clip).",Library & Information Sciences; Archaeology.,n/a,FISH Terminology,n/a,048-82,D35400,Thesaurus
KOS.SSH.57,Threat Types List,FISH,Forum on Information Standards in Heritage ,http://www.heritage-standards.org.uk,"Wordlist for different types of threats to heritage assets (e.g. coastal erosion, flooding, vandalism).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/556_threats-2.csv,n/a ,Online Version ,n/a,Thesauri last updated January 2018 (version 21),n/a,"Wordlist for different types of threats to heritage assets (e.g. coastal erosion, flooding, vandalism).",Cultural Heritage; Criminology; Military Science; Resilience Studies. ,n/a,FISH Terminology,n/a,"037-38;
037-66",n/a,Name authority list 
KOS.SSH.58,Consultation Outcome List,FISH,Forum on Information Standards in Heritage on behalf of the Association of Local Government Archaeological Officers (ALGAO),http://www.heritage-standards.org.uk,"This list relates to the MIDAS unit Management Proposal Outcome. It is intended to provide the option to audit the effectiveness of recommendations made in response to proposed work or planning applications (e.g. agreed, followed, withdrawn).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/ALGAO_Consultation_outcome.csv,n/a ,Online Version ,"On behalf of the Association of Local Government Archaeological Officers (ALGAO), FISH also maintain a number of indexing wordlists specific to recording heritage asset management. Although some of the lists are very small, they provide controlled vocabulary for MIDAS units of information.",Thesauri last updated January 2018 (version 21),n/a,"This list relates to the MIDAS unit Management Proposal Outcome. It is intended to provide the option to audit the effectiveness of recommendations made in response to proposed work or planning applications (e.g. agreed, followed, withdrawn).",Archaeology; Heritage Management. ,n/a,FISH Terminology; MIDAS Heritage.,n/a,037-19,D65000,Name authority list 
KOS.SSH.59,Consultation Type,FISH,Forum on Information Standards in Heritage on behalf of the Association of Local Government Archaeological Officers (ALGAO),http://www.heritage-standards.org.uk,"This list relates to the MIDAS unit Management Proposal Type. The different contexts of consultations can be recorded, which in turn may determine the appropriate nature, method, procedure to be adopted by the inventory in response to the consultation (e.g. planning application, listed building consent, conservation area appraisal).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/ALGAO_Consultation_Type.csv,n/a ,Online Version ,"On behalf of the Association of Local Government Archaeological Officers (ALGAO), FISH also maintain a number of indexing wordlists specific to recording heritage asset management. Although some of the lists are very small, they provide controlled vocabulary for MIDAS units of information.",Thesauri last updated January 2018 (version 21),n/a,"This list relates to the MIDAS unit Management Proposal Type. The different contexts of consultations can be recorded, which in turn may determine the appropriate nature, method, procedure to be adopted by the inventory in response to the consultation (e.g. planning application, listed building consent, conservation area appraisal).",Archaeology; Heritage Management. ,n/a,FISH Terminology; MIDAS Heritage.,n/a,037-19,D65000,Name authority list 
KOS.SSH.60,Event Type List,FISH,Forum on Information Standards in Heritage on behalf of the Association of Local Government Archaeological Officers (ALGAO),http://www.heritage-standards.org.uk,"This list relates to the Event Type unit in MIDAS. It covers both investigative, data-gathering activities which involve a physical intervention in the site and survey events, ie those data-gathering events which do not have a damaging effect on the resource (e.g. field survey, soil samling, measured survey).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/ALGAO_Event_Type.csv,n/a ,Online Version ,"On behalf of the Association of Local Government Archaeological Officers (ALGAO), FISH also maintain a number of indexing wordlists specific to recording heritage asset management. Although some of the lists are very small, they provide controlled vocabulary for MIDAS units of information.",Thesauri last updated January 2018 (version 21),n/a,"This list relates to the Event Type unit in MIDAS. It covers both investigative, data-gathering activities which involve a physical intervention in the site and survey events, ie those data-gathering events which do not have a damaging effect on the resource (e.g. field survey, soil samling, measured survey).",Archaeology; Heritage Management. ,n/a,FISH Terminology; MIDAS Heritage.,n/a,037-69,D37000,Name authority list 
KOS.SSH.61,Final Outcome List,FISH,Forum on Information Standards in Heritage on behalf of the Association of Local Government Archaeological Officers (ALGAO),http://www.heritage-standards.org.uk,"This list relates to the MIDAS unit Management Proposal Outcome. It is intended to provide the option to audit the effectiveness of archaeological recommendations made in response to proposed work or planning applications by recording the final result of the planning application (e.g. approved with full condition, refused, amended).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/ALGAO_Final_outcome.csv,n/a ,Online Version ,"On behalf of the Association of Local Government Archaeological Officers (ALGAO), FISH also maintain a number of indexing wordlists specific to recording heritage asset management. Although some of the lists are very small, they provide controlled vocabulary for MIDAS units of information.",Thesauri last updated January 2018 (version 21),n/a,"This list relates to the MIDAS unit Management Proposal Outcome. It is intended to provide the option to audit the effectiveness of archaeological recommendations made in response to proposed work or planning applications by recording the final result of the planning application (e.g. approved with full condition, refused, amended).",Archaeology; Heritage Management. ,n/a,FISH Terminology; MIDAS Heritage.,n/a,037-18,D37000,Name authority list 
KOS.SSH.62,Work Proposed List,FISH,Forum on Information Standards in Heritage on behalf of the Association of Local Government Archaeological Officers (ALGAO),http://www.heritage-standards.org.uk,"This list relates to the MIDAS Management Proposal Work Proposed unit of information. It will offer the opportunity to audit the consultations received by SMRs by broad categories recommended by ALGAO (e.g. building extension, dredging, road construction).",CSV.,en,n/a ,http://heritage-standards.org.uk/wp-content/uploads/2016/05/ALGAO_Work_Proposed.csv,n/a ,Online Version ,"On behalf of the Association of Local Government Archaeological Officers (ALGAO), FISH also maintain a number of indexing wordlists specific to recording heritage asset management. Although some of the lists are very small, they provide controlled vocabulary for MIDAS units of information.",Thesauri last updated January 2018 (version 21),31,"This list relates to the MIDAS Management Proposal Work Proposed unit of information. It will offer the opportunity to audit the consultations received by SMRs by broad categories recommended by ALGAO (e.g. building extension, dredging, road construction).",Archaeology; Heritage Management. ,n/a,FISH Terminology; MIDAS Heritage.,n/a,037-67,D65000,Name authority list 
KOS.SSH.63,"Nuovo soggettario italiano : principi e schemi di catalogazione
New Italian subject: principles and cataloging schemes",Giuliano Vigini,"Associazione Italiana Biblioteche
Italian Library Association","Milano : Editrice Bibliografica, 1978.",n/a,Print Book.,it,n/a ,n/a ,n/a ,1st Edition ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
KOS.SSH.64,Roman Republican coinage,Michael H. Crawford,n/a,"London: Cambridge University Press, 2001, c1974","The description of coin types provided here is based on Michael Crawford's 1974 publication Roman Republican Coinage (RRC), which is still the primary typology used for the identification of Roman Republican coin types.",Print Book.,en,n/a ,n/a ,n/a ,1st Edition ,n/a,n/a,n/a,n/a,Archaelogy; Cultural Heritage. ,n/a,n/a,n/a,n/a,n/a,n/a
KOS.SSH.64.1,Coinage of the Roman Republic Online (CRRO),"American Numismatic Society; Institute for the Study of the Ancient World; 
Michael Crawford",American Numismatic Society,n/a,"Coinage of the Roman Republic Online (CRRO) harnesses Linked Open Data to provide links across digital projects in Roman numismatics and beyond. At its launch CRRO provides access to six online collections containing over 20,000 specimens of Republican coinage.",RDF/Online ,en,n/a,http://numismatics.org/crro/nomisma.rdf,1st Edition ,Online Version ,n/a,n/a,n/a,"Over 20,000 specimens of Republican coinage",Archaelogy; Cultural Heritage. ,n/a,n/a,http://bartoc.org/en/node/1788,036-64,n/a,Name authority list 
KOS.SSH.65,PRONOM,Digital Preservation Department of the UK National Archives,The National Archives (UK) ,n/a,"PRONOM is an on-line information system about data file formats and their supporting software products. Originally developed to support the accession and long-term preservation of electronic records held by the National Archives, PRONOM is now being made available as a resource for anyone requiring access to this type of information.",Online ,en,n/a,http://www.nationalarchives.gov.uk/PRONOM/Default.aspx#,n/a ,n/a ,As part of a broad reorganisation of The National Archives web services the current iteration of Linked Data PRONOM has been removed.,n/a,n/a,"PRONOM stores data on: 
File formats; 
Software products; 
Vendors and support providers (for file formats, software, compression types, hardware and character encoding schemes); 
Compression types; 
Character encoding schemes; 
Hardware devices; 
Documentation; 
Intellectual property rights",Information Technology,Information Technology,n/a,n/a ,n/a ,D16000,n/a 
KOS.SSH.66,"The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",n/a,New York Times ,"New York, New York Times Co. [1968-","The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",CUR; Continually updated resource: Updating loose-leaf,en,n/a,n/a,n/a ,1st Edition ,Loose-leaf Version ,n/a,n/a,"Subject Headings; 
Current Events ","Journalism; 
Library & Information Science. ",n/a ,n/a,n/a ,048-87,D31000,Thesaurus
KOS.SSH.66.1,"The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",n/a,New York Times ,"New York, New York Times Co. [1969]","The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",Print Book.,en,n/a,n/a,n/a ,2nd Edition ,Print Book ,n/a,n/a,"Subject Headings; 
Current Events ","Journalism; 
Library & Information Science. ",n/a ,n/a,n/a ,048-87,D31000,Thesaurus
KOS.SSH.66.2,"The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",n/a,New York Times ,"New York, New York Times Co., ©1971.","The New York times thesaurus of descriptors; a guide for organizing, cataloguing, indexing, and searching collections of information on current events.",Print Book.,en,n/a,n/a,n/a ,3rd Edition,Print Book ,n/a,n/a,"Subject Headings; 
Current Events ","Journalism; 
Library & Information Science. ",n/a ,n/a,n/a ,048-87,D31000,Thesaurus
KOS.SSH.67,"書誌データ作成ツール：国立国会図書館分類表;
National Diet Library List of Subject Headings (NDLSH);
Kokuritsu Kokkai Toshokan bunruihyō
National Diet Library Classification (NDLC)",n/a,"National Diet Library, Japan",n/a,The National Diet Library classification table was created as a classification table for the purpose of efficiently managing and utilizing all the collections collected from domestic and overseas in this way.,Online ,jp ,n/a,http://www.ndl.go.jp/jp/data/catstandards/classification_subject/ndlc.html,n/a ,n/a ,Most of the material related to this KOS was in Japanese. ,n/a,n/a,n/a,"Social Sciences; 
Library & Information Sciences. ",n/a,n/a,http://bartoc.org/en/node/876,036-48,D31000,Classification scheme 
KOS.SSH.68,NKOS KOS Types Vocabulary ,DCMI NKOS Task Group,DCMI NKOS Task Group,n/a,"Related to this DC Application Profile is a KOS Type vocabulary. It will include various types of KOS, defined based on characteristics such as structure and complexity, the relationships between concepts, and historical function.",SKOS; Github Repository. ,en,n/a,https://github.com/dcmi/repository/blob/master/mediawiki_wiki/NKOS_Vocabularies.md#KOS_Types_Vocabulary,n/a ,n/a ,n/a,2017-09-01T16:21:09+01:00,n/a,n/a,Library & Information Sciences. ,Library & Information Sciences. ,n/a,http://bartoc.org/en/node/1665,"038-15;
038-82 ",D31000,Glossary 
KOS.SSH.69,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,n/a ,1964 Version ,ACM's first classification system for the computing field was published in 1964.,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,048-73,D16000,"Classification scheme;
Ontology; "
KOS.SSH.69.1,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,1964 Version ,1982 Version,n/a ,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,,,"Classification scheme;
Ontology; "
KOS.SSH.69.2,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,1982 Version,1983 Version,n/a ,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,,,"Classification scheme;
Ontology; "
KOS.SSH.69.3,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,1983 Version,1987 Version,n/a ,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,,,"Classification scheme;
Ontology; "
KOS.SSH.69.4,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,1987 Version,1991 Version,n/a ,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,,,"Classification scheme;
Ontology; "
KOS.SSH.69.5,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,n/a,1991 Version,1998 Version,n/a ,n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,,,"Classification scheme;
Ontology; "
KOS.SSH.69.6,Association for Computing Machinery Computing Classification System,Association for Computing Machinery (ACM),Association for Computing Machinery (ACM),n/a,"Presents information on the computing classification system from the Association for Computing Machinery, Inc. (ACM). Notes that the classification scheme involves three concepts: general terms, implicit subject descriptors, and the four-level tree. Provides access to the full ACM classification tree available as a hypertext document or an ASCII file.",n/a,en ,n/a,http://www.acm.org/about/class/,1998 Version,2012 Version,"The 2012 ACM Computing Classification System has been developed as a poly-hierarchical ontology that can be utilized in semantic web applications. It replaces the traditional 1998 version of the ACM Computing Classification System (CCS), which has served as the de facto standard classification system for the computing field. It is being integrated into the search capabilities and visual topic displays of the ACM Digital Library. It relies on a semantic vocabulary as the single source of categories and concepts that reflect the state of the art of the computing discipline and is receptive to structural change as it evolves in the future. ACM will a provide tools to facilitate the application of 2012 CCS categories to forthcoming papers and a process to ensure that the CCS stays current and relevant. The new classification system will play a key role in the development of a people search interface in the ACM Digital Library to supplement its current traditional bibliographic search.",n/a ,n/a ,n/a ,Computer Science. ,Computer Science. ,n/a,http://bartoc.org/en/node/475,048-73,D16000,"Classification scheme;
Ontology; "
KOS.SSH.70,British Museum Object Names Thesaurus,"British Museum. Collections Data Management Section.; 
Museum Documentation Association (Great Britain)",Collections Trust ,"Cambridge : Published by MDA in association with the British Museum, 1999-","The thesaurus reflects the nature of the British Museum collections, and was originally set up as an internal reference tool. Some areas of terminology may be more specific than others, depending on the level of documentation available, or the size of particular collections.",eBook ,en ,n/a,http://old.collectionstrust.org.uk/assets/thesaurus_bmon/Objintro.htm,n/a ,n/a ,n/a,n/a,n/a,n/a,Museumology ,n/a,n/a,http://bartoc.org/en/node/90,048-94,"D34000;
D35000",Thesaurus
KOS.SSH.71,British Museum Materials Thesaurus,"Tanya Szhrajber; 
British Museum. Collections Data Management Section.; 
Museum Documentation Association (Great Britain)",Collections Trust ,"Cambridge : Museum Documentation Association, 1997.",n/a,Print Book; Digital; Online.,en ,n/a,http://www.vocabularyserver.com/materials/,n/a ,n/a ,n/a,n/a,n/a,"Organic Materials;
Inorganic Materials; 
Processed Materials. ",Museumology ,n/a,n/a,http://bartoc.org/en/node/89,048-94,"D34000;
D35000",Thesaurus
KOS.SSH.72,Classification of Instructional Programs,The Integrated Postsecondary Education Data System (IPEDS),Department of Education's National Center for Education Statistics (NCES),n/a,The Classification of Instructional Programs (CIP) provides a taxonomic scheme that supports the accurate tracking and reporting of fields of study and program completions activity.,n/a ,en ,n/a,https://nces.ed.gov/ipeds/cipcode/resources.aspx?y=55,n/a ,1980 Edition ,n/a,n/a,n/a,Instructional Programs; Fields of study; program completion activity.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/297,048-56,D50000,Classification scheme 
KOS.SSH.72.1,Classification of Instructional Programs,The Integrated Postsecondary Education Data System (IPEDS),Department of Education's National Center for Education Statistics (NCES),n/a,The Classification of Instructional Programs (CIP) provides a taxonomic scheme that supports the accurate tracking and reporting of fields of study and program completions activity.,n/a ,en ,n/a,https://nces.ed.gov/ipeds/cipcode/resources.aspx?y=55,1980 Edition ,1985 Revision ,n/a,n/a,n/a,Instructional Programs; Fields of study; program completion activity.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/297,048-56,D50000,Classification scheme 
KOS.SSH.72.2,Classification of Instructional Programs,"Robert L Morgan; E Stephen Hunt; Judith M Carpenter; 
United States. Office of Educational Research and Improvement. Programs for the Improvement of Practice. The Integrated Postsecondary Education Data System (IPEDS)",Department of Education's National Center for Education Statistics (NCES),"[Washington, DC] : U.S. Dept. of Education, Office of Educational Research and Improvement, National Center for Education Statistics, Office of Research, Programs for the Improvement of Practice, [1996",The Classification of Instructional Programs (CIP) provides a taxonomic scheme that supports the accurate tracking and reporting of fields of study and program completions activity.,Print Book; eBook. ,en ,n/a,https://nces.ed.gov/ipeds/cipcode/resources.aspx?y=55,1985 Revision ,1990 Revision,n/a,n/a,n/a,Instructional Programs; Fields of study; program completion activity.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/297,048-56,D50000,Classification scheme 
KOS.SSH.72.3,Classification of Instructional Programs,The Integrated Postsecondary Education Data System (IPEDS),Department of Education's National Center for Education Statistics (NCES),n/a,The Classification of Instructional Programs (CIP) provides a taxonomic scheme that supports the accurate tracking and reporting of fields of study and program completions activity.,Online ,en ,n/a,https://nces.ed.gov/ipeds/cipcode/resources.aspx?y=55,1990 Revision,2000 Revision ,n/a,n/a,n/a,Instructional Programs; Fields of study; program completion activity.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/297,048-56,D50000,Classification scheme 
KOS.SSH.72.4,Classification of Instructional Programs,The Integrated Postsecondary Education Data System (IPEDS),Department of Education's National Center for Education Statistics (NCES),n/a,The Classification of Instructional Programs (CIP) provides a taxonomic scheme that supports the accurate tracking and reporting of fields of study and program completions activity.,Online ,en ,n/a,https://nces.ed.gov/ipeds/cipcode/resources.aspx?y=55,2000 Revision ,2010 Revision ,n/a,n/a,n/a,Instructional Programs; Fields of study; program completion activity.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/297,048-56,D50000,Classification scheme 
KOS.SSH.73,SwetoDblp Ontology of Computer Science Publications,Boanerges Aleman-Meza; Farshad Hakimpour; Budak Arpinar; Amit P Sheth,"Kno.e.sis Center, College of Engineering and Computer Science, Wright State University, Dayton, OH, USA","Web Semantics: Science, Services and Agents on the World Wide Web, v5 n3 (2007): 151-155",SwetoDblp is a large populated ontology with a shallow schema yet a large number of real-world instance data.,Online; Article ,en ,n/a ,https://www.sciencedirect.com/science/article/pii/S1570826807000121?via%3Dihub,n/a ,n/a ,n/a,n/a,n/a,n/a,Computer science ,n/a ,n/a ,http://bartoc.org/en/node/18146,036-87,D16000,Ontology 
KOS.SSH.74,Digital Atlas of the Roman Empire (DARE),Johan Åhlfeldt,"Department of Archaeology and Ancient History, Lund University, Sweden",n/a,"The Digital Atlas of the Roman Empire (DARE) is a gazetteer of ancient places of the Roman Empire, based on the Barrington Atlas of the Greek and Roman World among other sources.",API; Raw Data; Online; Visual Map,en ,n/a ,http://dare.ht.lu.se,n/a ,n/a ,n/a,n/a,n/a,Ancient places of the Roman Empire,Geography; History; Archaeology. ,Geography; History; Archaeology. ,n/a ,http://bartoc.org/en/node/17784,036-39 ,D38000,Gazetteer 
KOS.SSH.75,EAGLE Vocabulary - Execution Technique,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/writing/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18517,n/a,n/a,Classification scheme
KOS.SSH.76,EAGLE Vocabulary - Material,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/material/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/1795,n/a,n/a,Name authority list 
KOS.SSH.77,EAGLE Vocabulary - Dating Criteria,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/dates/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18524,n/a,n/a,Name authority list 
KOS.SSH.78,EAGLE Vocabulary - Type of Inscription,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/typeins/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18521,n/a,n/a,Terminology
KOS.SSH.79,EAGLE Vocabulary - State of Preservation,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/statepreserv/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18525,n/a,n/a,Terminology
KOS.SSH.80,EAGLE Vocabulary - Object Type,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/objtyp/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18522,n/a,n/a,Classification scheme
